date,price,delta,gamma,product_delta,product_gamma,product_position_delta,product_position_gamma,pre_hedge_contracts,post_hedge_contracts,futures_multiplier,pre_hedge_futures_delta,post_hedge_futures_delta,pre_hedge_delta,post_hedge_delta,pre_hedge_gamma,post_hedge_gamma,pre_hedge_delta_cash_1pct,post_hedge_delta_cash_1pct,pre_hedge_gamma_cash_1pct,post_hedge_gamma_cash_1pct,delta_cash_1pct,gamma_cash_1pct,vega,theta,rho,dividend_sensitivity,basis_sensitivity
2023-05-04,-5.748006515204906e-10,362.0059742049516,-0.05375818756351531,362.0059742049516,-0.05375818756351531,-362.0059742049516,0.05375818756351531,0.0,2.0,200.0,0.0,400.0,-362.0059742049516,37.9940257950484,0.05375818756351531,0.05375818756351531,-24377.37008110944,2558.505918890563,24377.36970023252,24377.36970023252,2558.505918890563,24377.36970023252,,,,,
2023-05-05,-1990.580826094414,361.90948023778026,-0.05384798573343179,361.90948023778026,-0.05384798573343179,-361.90948023778026,0.05384798573343179,2.0,2.0,200.0,400.0,400.0,38.09051976221974,38.09051976221974,0.05384798573343179,0.05384798573343179,2560.043840641368,2560.043840641368,24323.74658474145,24323.74658474145,2560.043840641368,24323.74658474145,,,,,
2023-05-08,1689.8701699739486,360.15556311293744,-0.05369104417241205,360.15556311293744,-0.05369104417241205,-360.15556311293744,0.05369104417241205,2.0,2.0,200.0,400.0,400.0,39.84443688706256,39.84443688706256,0.05369104417241205,0.05369104417241205,2672.7353518472055,2672.7353518472055,24158.968044503115,24158.968044503115,2672.7353518472055,24158.968044503115,,,,,
2023-05-09,-554.6558858582939,404.1736101340426,-0.06037033151559593,404.1736101340426,-0.06037033151559593,-404.1736101340426,0.06037033151559593,2.0,2.0,200.0,400.0,400.0,-4.173610134042576,-4.173610134042576,0.06037033151559593,0.06037033151559593,-279.4192143021051,-279.4192143021051,27059.037125582105,27059.037125582105,-279.4192143021051,27059.037125582105,,,,,
2023-05-10,-2923.7614117503945,404.78043848063555,-0.060578798393318256,404.78043848063555,-0.060578798393318256,-404.78043848063555,0.060578798393318256,2.0,2.0,200.0,400.0,400.0,-4.780438480635553,-4.780438480635553,0.060578798393318256,0.060578798393318256,-319.4233086457039,-319.4233086457039,27046.956038248023,27046.956038248023,-319.4233086457039,27046.956038248023,,,,,
2023-05-11,-5264.127037403372,405.42047933561827,-0.060793054679277994,405.42047933561827,-0.060793054679277994,-405.42047933561827,0.060793054679277994,2.0,2.0,200.0,400.0,400.0,-5.420479335618268,-5.420479335618268,0.060793054679277994,0.060793054679277994,-361.48426304732186,-361.48426304732186,27036.92961767956,27036.92961767956,-361.48426304732186,27036.92961767956,,,,,
2023-05-12,-9592.593769930103,407.76236027953337,-0.061263844726525955,407.76236027953337,-0.061263844726525955,-407.76236027953337,0.061263844726525955,2.0,2.0,200.0,400.0,400.0,-7.762360279533368,-7.762360279533368,0.061263844726525955,0.061263844726525955,-516.6502864762152,-516.6502864762152,27140.010117364,27140.010117364,-516.6502864762152,27140.010117364,,,,,
2023-05-15,-5773.410505000892,408.5352401365169,-0.06150028325234837,408.5352401365169,-0.06150028325234837,-408.5352401365169,0.06150028325234837,2.0,2.0,200.0,400.0,400.0,-8.535240136516904,-8.535240136516904,0.06150028325234837,0.06150028325234837,-566.980518565136,-566.980518565136,27138.25387218094,27138.25387218094,-566.980518565136,27138.25387218094,,,,,
2023-05-16,-8014.918929907166,457.3638898880928,-0.06898610832997634,457.3638898880928,-0.06898610832997634,-457.3638898880928,0.06898610832997634,2.0,2.0,200.0,400.0,400.0,-57.363889888092785,-57.363889888092785,0.06898610832997634,0.06898610832997634,-3803.109510466462,-3803.109510466462,30322.29867676506,30322.29867676506,-3803.109510466462,30322.29867676506,,,,,
2023-05-17,-10833.287379907499,459.27721251489965,-0.06941102893594624,459.27721251489965,-0.06941102893594624,-459.27721251489965,0.06941102893594624,2.0,2.0,200.0,400.0,400.0,-59.277212514899645,-59.277212514899645,0.06941102893594624,0.06941102893594624,-3922.240144034728,-3922.240144034728,30389.3420350505,30389.3420350505,-3922.240144034728,30389.3420350505,,,,,
