day_index,date,modified_duration
0,2025-11-29 19:49:18.293642,3.563601214913929
1,2025-11-30 19:49:18.293642,3.548004150905535
2,2025-12-01 19:49:18.293642,3.5325019544244514
3,2025-12-02 19:49:18.293642,3.517094218236244
4,2025-12-03 19:49:18.293642,3.501780527833352
