day_index,date,label,portfolio_value,daily_pnl,cumulative_pnl,net_pnl,transaction_costs,num_trades,dv01,dv01_pre_hedge,dv01_post_hedge,convexity,modified_duration,rate,short_rate,long_rate,spread
0,2025-11-29 19:49:18.293642,,171967309.29198986,-1210912.4922314286,-1210912.4922314286,-1210912.4922314286,0.0,0,61282.291231841446,61282.291231841446,61282.291231841446,3293467423.1894116,3.563601214913929,0.047,0.047,0.047,0.0
1,2025-11-30 19:49:18.293642,,170771142.7834472,-1196166.508542657,-2407079.0007740855,-2407079.0007740855,0.0,0,60589.67234505524,60589.67234505524,60589.67234505524,3243499338.34863,3.548004150905535,0.049,0.049,0.049,0.0
2,2025-12-01 19:49:18.293642,,169589499.78486222,-1181642.9985849857,-3588721.9993590713,-3588721.9993590713,0.0,0,59907.52394398909,59907.52394398909,59907.52394398909,3194414268.547618,3.5325019544244514,0.051000000000000004,0.051000000000000004,0.051000000000000004,0.0
3,2025-12-02 19:49:18.293642,,168422161.76597345,-1167338.0188887715,-4756060.018247843,-4756060.018247843,0.0,0,59235.66113699546,59235.66113699546,59235.66113699546,3146195124.9264517,3.517094218236244,0.053000000000000005,0.053000000000000005,0.053000000000000005,0.0
4,2025-12-03 19:49:18.293642,,167268914.06327283,-1153247.702700615,-5909307.720948458,-5909307.720948458,0.0,0,58573.90261785991,58573.90261785991,58573.90261785991,3098825169.219943,3.501780527833352,0.05500000000000001,0.05500000000000001,0.05500000000000001,0.0
