day_index,date,modified_duration
0,2026-01-08 14:08:21.781839,3.566832851449542
1,2026-01-09 14:08:21.781839,3.5512462551478747
2,2026-01-10 14:08:21.781839,3.5357544785250923
3,2026-01-11 14:08:21.781839,3.520357113372972
4,2026-01-12 14:08:21.781839,3.505053744232677
