day_index,date,dv01_pre_hedge,dv01_post_hedge,dv01
0,2025-11-29 19:50:25.108990,61282.291231841446,61282.291231841446,61282.291231841446
1,2025-11-30 19:50:25.108990,60589.67234505524,60589.67234505524,60589.67234505524
2,2025-12-01 19:50:25.108990,59907.52394398909,59907.52394398909,59907.52394398909
3,2025-12-02 19:50:25.108990,59235.66113699546,59235.66113699546,59235.66113699546
4,2025-12-03 19:50:25.108990,58573.90261785991,58573.90261785991,58573.90261785991
