tag,trade_date,universe,mode,tenor,pillar,maturity,strike_over_forward,bid_iv,market_iv,ask_iv,model_iv,error_iv,inside_public_band
20260715,2026-07-15,core,free,1M,10P,0.07945205479452055,0.9932199945366075,0.0189,0.0189,0.0189,0.020436651324180165,0.0015366513241801653,False
20260715,2026-07-15,core,free,1M,25P,0.07945205479452055,0.996401259360675,0.019113,0.019113,0.019113,0.019480072609404753,0.0003670726094047519,False
20260715,2026-07-15,core,free,1M,ATM,0.07945205479452055,1.0,0.01925,0.01925,0.01925,0.019132020171973026,-0.00011797982802697407,False
20260715,2026-07-15,core,free,1M,25C,0.07945205479452055,1.0039763463284632,0.020863,0.020863,0.020863,0.02001651895021894,-0.0008464810497810608,False
20260715,2026-07-15,core,free,1M,10C,0.07945205479452055,1.0079498801403608,0.0219,0.0219,0.0219,0.02152686914319203,-0.0003731308568079676,False
20260715,2026-07-15,core,free,2M,10P,0.16986301369863013,0.9885051389001647,0.022032,0.022032,0.022032,0.022934446743534575,0.0009024467435345754,False
20260715,2026-07-15,core,free,2M,25P,0.16986301369863013,0.9943068942059523,0.020832000000000003,0.020832000000000003,0.020832000000000003,0.02127352193418317,0.0004415219341831651,False
20260715,2026-07-15,core,free,2M,ATM,0.16986301369863013,1.0,0.020756999999999998,0.020756999999999998,0.020756999999999998,0.020696390499234524,-6.060950076547389e-05,False
20260715,2026-07-15,core,free,2M,25C,0.16986301369863013,1.006291967854623,0.022582,0.022582,0.022582,0.021951094949729355,-0.0006309050502706463,False
20260715,2026-07-15,core,free,2M,10C,0.16986301369863013,1.0129204101894822,0.024281999999999998,0.024281999999999998,0.024281999999999998,0.024180309701014643,-0.00010169029898535534,False
20260715,2026-07-15,core,free,3M,10P,0.25205479452054796,0.9842096720168252,0.0233,0.024975,0.02665,0.024962660378229463,-1.2339621770537934e-05,True
20260715,2026-07-15,core,free,3M,25P,0.25205479452054796,0.9924706935299428,0.0225,0.022788,0.023075000000000002,0.022806297189009832,1.8297189009832543e-05,True
20260715,2026-07-15,core,free,3M,ATM,0.25205479452054796,1.0,0.020499999999999997,0.0225,0.0245,0.022092954458724237,-0.00040704554127576204,True
20260715,2026-07-15,core,free,3M,25C,0.25205479452054796,1.008233084362492,0.020499999999999997,0.024287999999999997,0.028075000000000003,0.02354546128561479,-0.0007425387143852082,True
20260715,2026-07-15,core,free,3M,10C,0.25205479452054796,1.0173545818797702,0.0213,0.026725,0.03215,0.026263439386246226,-0.00046156061375377325,True
20260715,2026-07-15,core,free,6M,10P,0.5041095890410959,0.9740992287324316,0.0276,0.02935,0.0311,0.029348292915770305,-1.7070842296962319e-06,True
20260715,2026-07-15,core,free,6M,25P,0.5041095890410959,0.987812603201904,0.0255,0.026625,0.02775,0.02664947907100295,2.447907100295091e-05,True
20260715,2026-07-15,core,free,6M,ATM,0.5041095890410959,1.0,0.0235,0.0255,0.0275,0.025801013410723824,0.00030101341072382576,True
20260715,2026-07-15,core,free,6M,25C,0.5041095890410959,1.0130648978429202,0.0225,0.027374999999999997,0.03225,0.027459801634695906,8.480163469590934e-05,True
20260715,2026-07-15,core,free,6M,10C,0.5041095890410959,1.027977118927342,0.0246,0.030350000000000002,0.0361,0.03074041547345252,0.00039041547345251837,True
20260715,2026-07-15,core,free,9M,10P,0.7506849315068493,0.9646219237008763,0.033275,0.033275,0.033275,0.03266002425159078,-0.0006149757484092203,False
20260715,2026-07-15,core,free,9M,25P,0.7506849315068493,0.9835160656944352,0.030125000000000002,0.030125000000000002,0.030125000000000002,0.029600276373706515,-0.0005247236262934871,False
20260715,2026-07-15,core,free,9M,ATM,0.7506849315068493,1.0,0.0285,0.0285,0.0285,0.028681662712337637,0.0001816627123376359,False
20260715,2026-07-15,core,free,9M,25C,0.7506849315068493,1.0176021275641576,0.030375,0.030375,0.030375,0.030476948363587036,0.00010194836358703649,False
20260715,2026-07-15,core,free,9M,10C,0.7506849315068493,1.0384096734788746,0.034025,0.034025,0.034025,0.03419472909119447,0.00016972909119446905,False
20260715,2026-07-15,core,free,1Y,10P,1.0,0.9566013138623719,0.035789,0.035789,0.035789,0.03515667685409062,-0.0006323231459093789,False
20260715,2026-07-15,core,free,1Y,25P,1.0,0.9800015210059504,0.032313999999999996,0.032313999999999996,0.032313999999999996,0.0319462171206587,-0.0003677828793412982,False
20260715,2026-07-15,core,free,1Y,ATM,1.0,1.0,0.030588999999999998,0.030588999999999998,0.030588999999999998,0.031049010538347743,0.00046001053834774513,False
20260715,2026-07-15,core,free,1Y,25C,1.0,1.0215758688687944,0.032464,0.032464,0.032464,0.032886078745137756,0.0004220787451377564,False
20260715,2026-07-15,core,free,1Y,10C,1.0,1.0473846598493577,0.036288999999999995,0.036288999999999995,0.036288999999999995,0.036784089420961424,0.0004950894209614295,False
20260715,2026-07-15,core,hard_feller,1M,10P,0.07945205479452055,0.9932199945366075,0.0189,0.0189,0.0189,0.020086618451829834,0.0011866184518298344,False
20260715,2026-07-15,core,hard_feller,1M,25P,0.07945205479452055,0.996401259360675,0.019113,0.019113,0.019113,0.01953378959617005,0.00042078959617004863,False
20260715,2026-07-15,core,hard_feller,1M,ATM,0.07945205479452055,1.0,0.01925,0.01925,0.01925,0.019412477715514718,0.00016247771551471807,False
20260715,2026-07-15,core,hard_feller,1M,25C,0.07945205479452055,1.0039763463284632,0.020863,0.020863,0.020863,0.020012036513802654,-0.000850963486197346,False
20260715,2026-07-15,core,hard_feller,1M,10C,0.07945205479452055,1.0079498801403608,0.0219,0.0219,0.0219,0.021056220753080602,-0.0008437792469193975,False
20260715,2026-07-15,core,hard_feller,2M,10P,0.16986301369863013,0.9885051389001647,0.022032,0.022032,0.022032,0.0224871615545709,0.00045516155457090215,False
20260715,2026-07-15,core,hard_feller,2M,25P,0.16986301369863013,0.9943068942059523,0.020832000000000003,0.020832000000000003,0.020832000000000003,0.021461504043681714,0.0006295040436817105,False
20260715,2026-07-15,core,hard_feller,2M,ATM,0.16986301369863013,1.0,0.020756999999999998,0.020756999999999998,0.020756999999999998,0.021218348462786474,0.0004613484627864761,False
