tag,trade_date,universe,mode,tenor,pillar,maturity,strike_over_forward,bid_iv,market_iv,ask_iv,model_iv,error_iv,inside_public_band
20260430,2026-04-30,core,hard_feller,1M,25C,0.0958904109589041,1.0054554677965568,0.023,0.026000000000000002,0.028999999999999998,0.02634536588224433,0.00034536588224432646,True
20260430,2026-04-30,core,hard_feller,1M,10C,0.0958904109589041,1.010639778062223,0.02275,0.026625,0.0305,0.027187008401338704,0.0005620084013387046,True
20260430,2026-04-30,core,hard_feller,2M,10P,0.17534246575342466,0.9848401875309479,0.02675,0.028685000000000002,0.03025,0.028687197549474106,2.197549474104027e-06,True
20260430,2026-04-30,core,hard_feller,2M,25P,0.17534246575342466,0.9924505827049687,0.025875,0.027273000000000002,0.028300000000000002,0.027466757153816086,0.00019375715381608413,True
20260430,2026-04-30,core,hard_feller,2M,ATM,0.17534246575342466,1.0,0.026000000000000002,0.02656,0.02675,0.027005715672976226,0.00044571567297622613,False
20260430,2026-04-30,core,hard_feller,2M,25C,0.17534246575342466,1.0078460003424325,0.026125,0.027648000000000002,0.0288,0.027613777854676478,-3.4222145323524467e-05,True
20260430,2026-04-30,core,hard_feller,2M,10C,0.17534246575342466,1.0159511694459298,0.02725,0.029435,0.03125,0.028987705454605727,-0.00044729454539427227,True
20260430,2026-04-30,core,hard_feller,3M,10P,0.26575342465753427,0.979522333263664,0.031661,0.031661,0.031661,0.03045465384802732,-0.0012063461519726815,False
20260430,2026-04-30,core,hard_feller,3M,25P,0.26575342465753427,0.990091657336937,0.029310999999999997,0.029310999999999997,0.029310999999999997,0.028787790033243384,-0.0005232099667566124,False
20260430,2026-04-30,core,hard_feller,3M,ATM,0.26575342465753427,1.0,0.028411,0.028411,0.028411,0.028176697535685292,-0.00023430246431470694,False
20260430,2026-04-30,core,hard_feller,3M,25C,0.26575342465753427,1.0103268943327965,0.029561,0.029561,0.029561,0.02896176220394425,-0.0005992377960557516,False
20260430,2026-04-30,core,hard_feller,3M,10C,0.26575342465753427,1.0215179707826134,0.032161,0.032161,0.032161,0.030788240889655823,-0.0013727591103441794,False
20260430,2026-04-30,core,hard_feller,6M,10P,0.5178082191780822,0.9688641833596915,0.03325,0.034956,0.0365,0.03398562349268241,-0.0009703765073175927,True
20260430,2026-04-30,core,hard_feller,6M,25P,0.5178082191780822,0.9851735806183258,0.0305,0.032081,0.0335,0.031851626616999626,-0.00022937338300037247,True
20260430,2026-04-30,core,hard_feller,6M,ATM,0.5178082191780822,1.0,0.0285,0.030581,0.0325,0.031102702744334507,0.0005217027443345061,True
20260430,2026-04-30,core,hard_feller,6M,25C,0.5178082191780822,1.0155906380807411,0.0275,0.032081,0.0365,0.03206209677595453,-1.8903224045470346e-05,True
20260430,2026-04-30,core,hard_feller,6M,10C,0.5178082191780822,1.0330303628696558,0.029750000000000002,0.035206,0.0405,0.03437720159938219,-0.0008287984006178084,True
20260430,2026-04-30,core,hard_feller,9M,10P,0.7671232876712328,0.9600948925301938,0.037267,0.037267,0.037267,0.036570528275345425,-0.0006964717246545765,False
20260430,2026-04-30,core,hard_feller,9M,25P,0.7671232876712328,0.9812791942237757,0.033967,0.033967,0.033967,0.034252300220213576,0.00028530022021357876,False
20260430,2026-04-30,core,hard_feller,9M,ATM,0.7671232876712328,1.0,0.032267000000000004,0.032267000000000004,0.032267000000000004,0.03348884629389199,0.0012218462938919858,False
20260430,2026-04-30,core,hard_feller,9M,25C,0.7671232876712328,1.0199803191756587,0.033967,0.033967,0.033967,0.03449246361034279,0.000525463610342794,False
20260430,2026-04-30,core,hard_feller,9M,10C,0.7671232876712328,1.0432662989804875,0.037767,0.037767,0.037767,0.03706239818485401,-0.0007046018151459915,False
20260430,2026-04-30,core,hard_feller,1Y,10P,1.0,0.9530373648236281,0.0388,0.0388,0.0388,0.03845693897381756,-0.0003430610261824438,False
20260430,2026-04-30,core,hard_feller,1Y,25P,1.0,0.9778857841520934,0.035750000000000004,0.035750000000000004,0.035750000000000004,0.03610385326683363,0.00035385326683362583,False
20260430,2026-04-30,core,hard_feller,1Y,ATM,1.0,1.0,0.034,0.034,0.034,0.0353409188334801,0.0013409188334801009,False
20260430,2026-04-30,core,hard_feller,1Y,25C,1.0,1.023922114215127,0.035750000000000004,0.035750000000000004,0.035750000000000004,0.03636921078274706,0.0006192107827470567,False
20260430,2026-04-30,core,hard_feller,1Y,10C,1.0,1.0515399343887812,0.0393,0.0393,0.0393,0.03899436729643454,-0.00030563270356546296,False
