tag,trade_date,universe,mode,tenor,pillar,maturity,strike_over_forward,bid_iv,market_iv,ask_iv,model_iv,error_iv,inside_public_band
latest,2026-07-20,core,free,3M,25C,0.25205479452054796,1.0082264598710262,0.024263,0.024263,0.024263,0.023549072898406794,-0.0007139271015932057,False
latest,2026-07-20,core,free,3M,10C,0.25205479452054796,1.0173561578626487,0.026725,0.026725,0.026725,0.026288925107549436,-0.00043607489245056294,False
latest,2026-07-20,core,free,6M,10P,0.5041095890410959,0.9740968540362355,0.02785,0.02935,0.03085,0.029414213133082578,6.421313308257667e-05,True
latest,2026-07-20,core,free,6M,25P,0.5041095890410959,0.987775944560131,0.02665,0.026699999999999998,0.02675,0.026741178073594368,4.1178073594369535e-05,True
latest,2026-07-20,core,free,6M,ATM,0.5041095890410959,1.0,0.025249999999999998,0.0255,0.025750000000000002,0.025897025006312392,0.0003970250063123938,False
latest,2026-07-20,core,free,6M,25C,0.5041095890410959,1.0129827958376083,0.02665,0.027200000000000002,0.02775,0.027508258447546653,0.00030825844754665127,True
latest,2026-07-20,core,free,6M,10C,0.5041095890410959,1.0279797103602637,0.02785,0.030350000000000002,0.032850000000000004,0.030777871378157618,0.00042787137815761614,True
latest,2026-07-20,core,free,9M,10P,0.7506849315068493,0.964620275283554,0.031,0.033275,0.03515,0.03266937194986968,-0.0006056280501303204,True
latest,2026-07-20,core,free,9M,25P,0.7506849315068493,0.9834937515794964,0.029825,0.030163000000000002,0.0301,0.029662707498913577,-0.0005002925010864252,False
latest,2026-07-20,core,free,9M,ATM,0.7506849315068493,1.0,0.027999999999999997,0.0285,0.0286,0.028763965150887742,0.0002639651508877412,False
latest,2026-07-20,core,free,9M,25C,0.7506849315068493,1.0175524644577503,0.029575,0.030288,0.030600000000000002,0.03050192838339836,0.00021392838339836032,True
latest,2026-07-20,core,free,9M,10C,0.7506849315068493,1.0384114879897974,0.031,0.034025,0.03665,0.034168586302074394,0.00014358630207439438,True
latest,2026-07-20,core,free,1Y,10P,1.0,0.9565890175826571,0.0338,0.035796,0.03785,0.03507331108442978,-0.0007226889155702229,True
latest,2026-07-20,core,free,1Y,25P,1.0,0.97997771643909,0.032345,0.032345,0.032395,0.0319379177348816,-0.00040708226511839557,False
latest,2026-07-20,core,free,1Y,ATM,1.0,1.0,0.0305,0.030600000000000002,0.030750000000000003,0.031068178080166813,0.00046817808016681034,False
latest,2026-07-20,core,free,1Y,25C,1.0,1.0214994991106199,0.032095,0.032345,0.032645,0.03283353229051415,0.0004885322905141543,False
latest,2026-07-20,core,free,1Y,10C,1.0,1.0473987146854116,0.0338,0.036296,0.038849999999999996,0.0366588145439237,0.0003628145439237007,True
latest,2026-07-20,core,hard_feller,1M,10P,0.08493150684931507,0.9931881379151511,0.018369,0.018369,0.018369,0.020129866555102658,0.001760866555102658,False
latest,2026-07-20,core,hard_feller,1M,25P,0.08493150684931507,0.9963284759749207,0.018869,0.018869,0.018869,0.019581484805112667,0.0007124848051126668,False
latest,2026-07-20,core,hard_feller,1M,ATM,0.08493150684931507,1.0,0.019018999999999998,0.019018999999999998,0.019018999999999998,0.019448378032532302,0.00042937803253230433,False
latest,2026-07-20,core,hard_feller,1M,25C,0.08493150684931507,1.0041118030183545,0.020869,0.020869,0.020869,0.02006563061975942,-0.0008033693802405803,False
latest,2026-07-20,core,hard_feller,1M,10C,0.08493150684931507,1.0080195249148975,0.021369,0.021369,0.021369,0.021088145553628333,-0.00028085444637166584,False
latest,2026-07-20,core,hard_feller,2M,10P,0.1643835616438356,0.9885418521153272,0.022324999999999998,0.022324999999999998,0.022324999999999998,0.02237217483445563,4.7174834455633585e-05,False
latest,2026-07-20,core,hard_feller,2M,25P,0.1643835616438356,0.9943279071942173,0.021099999999999997,0.021099999999999997,0.021099999999999997,0.021318078909537165,0.00021807890953716783,False
latest,2026-07-20,core,hard_feller,2M,ATM,0.1643835616438356,1.0,0.02105,0.02105,0.02105,0.021056612271735373,6.612271735373376e-06,False
latest,2026-07-20,core,hard_feller,2M,25C,0.1643835616438356,1.0062620807597638,0.022850000000000002,0.022850000000000002,0.022850000000000002,0.021923473164094164,-0.000926526835905838,False
latest,2026-07-20,core,hard_feller,2M,10C,0.1643835616438356,1.0128625128071918,0.024575,0.024575,0.024575,0.02351415184022933,-0.0010608481597706686,False
latest,2026-07-20,core,hard_feller,3M,10P,0.25205479452054796,0.9842082472168118,0.024975,0.024975,0.024975,0.02440819785461439,-0.0005668021453856115,False
latest,2026-07-20,core,hard_feller,3M,25P,0.25205479452054796,0.9924770396311086,0.022763,0.022763,0.022763,0.02302448593598803,0.0002614859359880324,False
latest,2026-07-20,core,hard_feller,3M,ATM,0.25205479452054796,1.0,0.0225,0.0225,0.0225,0.02269592676073608,0.0001959267607360808,False
latest,2026-07-20,core,hard_feller,3M,25C,0.25205479452054796,1.0082264598710262,0.024263,0.024263,0.024263,0.023693096618539626,-0.0005699033814603738,False
latest,2026-07-20,core,hard_feller,3M,10C,0.25205479452054796,1.0173561578626487,0.026725,0.026725,0.026725,0.025637113291973938,-0.001087886708026061,False
latest,2026-07-20,core,hard_feller,6M,10P,0.5041095890410959,0.9740968540362355,0.02785,0.02935,0.03085,0.02874780265022577,-0.0006021973497742326,True
latest,2026-07-20,core,hard_feller,6M,25P,0.5041095890410959,0.987775944560131,0.02665,0.026699999999999998,0.02675,0.027005913553014505,0.0003059135530145071,False
latest,2026-07-20,core,hard_feller,6M,ATM,0.5041095890410959,1.0,0.025249999999999998,0.0255,0.025750000000000002,0.02660676039574553,0.0011067603957455319,False
latest,2026-07-20,core,hard_feller,6M,25C,0.5041095890410959,1.0129827958376083,0.02665,0.027200000000000002,0.02775,0.027745338187951527,0.0005453381879515252,True
latest,2026-07-20,core,hard_feller,6M,10C,0.5041095890410959,1.0279797103602637,0.02785,0.030350000000000002,0.032850000000000004,0.03010848614866299,-0.00024151385133701353,True
latest,2026-07-20,core,hard_feller,9M,10P,0.7506849315068493,0.964620275283554,0.031,0.033275,0.03515,0.03196023659515385,-0.0013147634048461462,True
latest,2026-07-20,core,hard_feller,9M,25P,0.7506849315068493,0.9834937515794964,0.029825,0.030163000000000002,0.0301,0.029984704386080814,-0.00017829561391918824,True
latest,2026-07-20,core,hard_feller,9M,ATM,0.7506849315068493,1.0,0.027999999999999997,0.0285,0.0286,0.02955734054742672,0.001057340547426719,False
latest,2026-07-20,core,hard_feller,9M,25C,0.7506849315068493,1.0175524644577503,0.029575,0.030288,0.030600000000000002,0.030799158714512463,0.0005111587145124642,False
latest,2026-07-20,core,hard_feller,9M,10C,0.7506849315068493,1.0384114879897974,0.031,0.034025,0.03665,0.033470665181483575,-0.0005543348185164249,True
latest,2026-07-20,core,hard_feller,1Y,10P,1.0,0.9565890175826571,0.0338,0.035796,0.03785,0.03439714306808026,-0.0013988569319197397,True
latest,2026-07-20,core,hard_feller,1Y,25P,1.0,0.97997771643909,0.032345,0.032345,0.032395,0.032341765521410326,-3.234478589672629e-06,False
latest,2026-07-20,core,hard_feller,1Y,ATM,1.0,1.0,0.0305,0.030600000000000002,0.030750000000000003,0.0319363984333655,0.0013363984333654988,False
latest,2026-07-20,core,hard_feller,1Y,25C,1.0,1.0214994991106199,0.032095,0.032345,0.032645,0.033207617821263094,0.0008626178212630953,False
latest,2026-07-20,core,hard_feller,1Y,10C,1.0,1.0473987146854116,0.0338,0.036296,0.038849999999999996,0.036001417111160325,-0.00029458288883967704,True
latest,2026-07-20,liquid,free,1W,10P,0.019178082191780823,0.997061920339559,0.0166,0.0166,0.0166,0.01853533130486559,0.0019353313048655896,False
latest,2026-07-20,liquid,free,1W,25P,0.019178082191780823,0.9983967038350526,0.017225,0.017225,0.017225,0.01831809833386101,0.001093098333861009,False
latest,2026-07-20,liquid,free,1W,ATM,0.019178082191780823,1.0,0.017849999999999998,0.017849999999999998,0.017849999999999998,0.018352359865656365,0.0005023598656563669,False
latest,2026-07-20,liquid,free,1W,25C,0.019178082191780823,1.0018461594926413,0.019725,0.019725,0.019725,0.0188015758986924,-0.0009234241013076003,False
latest,2026-07-20,liquid,free,1W,10C,0.019178082191780823,1.0039332133567054,0.022099999999999998,0.022099999999999998,0.022099999999999998,0.019633478133615916,-0.002466521866384082,False
latest,2026-07-20,liquid,free,2W,10P,0.038356164383561646,0.9955596074763742,0.017766999999999998,0.017766999999999998,0.017766999999999998,0.01916633785214768,0.0013993378521476828,False
latest,2026-07-20,liquid,free,2W,25P,0.038356164383561646,0.9976168501561157,0.018142000000000002,0.018142000000000002,0.018142000000000002,0.018651344663249362,0.0005093446632493601,False
latest,2026-07-20,liquid,free,2W,ATM,0.038356164383561646,1.0,0.018517,0.018517,0.018517,0.01859072767958881,7.372767958881143e-05,False
latest,2026-07-20,liquid,free,2W,25C,0.038356164383561646,1.0026673691078,0.020142000000000004,0.020142000000000004,0.020142000000000004,0.019311505236445276,-0.0008304947635547275,False
latest,2026-07-20,liquid,free,2W,10C,0.038356164383561646,1.0054836849407882,0.021766999999999998,0.021766999999999998,0.021766999999999998,0.020519135580176758,-0.00124786441982324,False
latest,2026-07-20,liquid,free,3W,10P,0.057534246575342465,0.9941927553530431,0.0178,0.019,0.0202,0.019830557738079423,0.0008305577380794231,True
latest,2026-07-20,liquid,free,3W,25P,0.057534246575342465,0.9969334142016364,0.01675,0.0191,0.02145,0.019033975079386752,-6.602492061324669e-05,True
latest,2026-07-20,liquid,free,3W,ATM,0.057534246575342465,1.0,0.0175,0.0195,0.0215,0.01886671103123964,-0.0006332889687603593,True
latest,2026-07-20,liquid,free,3W,25C,0.057534246575342465,1.0035047166467876,0.01825,0.0216,0.02495,0.01985992068281952,-0.0017400793171804818,True
latest,2026-07-20,liquid,free,3W,10C,0.057534246575342465,1.006947933063049,0.0178,0.0225,0.027200000000000002,0.021357326977801336,-0.0011426730221986633,True
latest,2026-07-20,liquid,free,1M,10P,0.08493150684931507,0.9931881379151511,0.018369,0.018369,0.018369,0.020467498299151243,0.0020984982991512427,False
latest,2026-07-20,liquid,free,1M,25P,0.08493150684931507,0.9963284759749207,0.018869,0.018869,0.018869,0.01954604584883279,0.0006770458488327899,False
latest,2026-07-20,liquid,free,1M,ATM,0.08493150684931507,1.0,0.019018999999999998,0.019018999999999998,0.019018999999999998,0.019304768341267323,0.00028576834126732564,False
latest,2026-07-20,liquid,free,1M,25C,0.08493150684931507,1.0041118030183545,0.020869,0.020869,0.020869,0.020426228693253792,-0.00044277130674620635,False
latest,2026-07-20,liquid,free,1M,10C,0.08493150684931507,1.0080195249148975,0.021369,0.021369,0.021369,0.02206400875453523,0.0006950087545352299,False
latest,2026-07-20,liquid,free,2M,10P,0.1643835616438356,0.9885418521153272,0.022324999999999998,0.022324999999999998,0.022324999999999998,0.02280581928197357,0.00048081928197357335,False
latest,2026-07-20,liquid,free,2M,25P,0.1643835616438356,0.9943279071942173,0.021099999999999997,0.021099999999999997,0.021099999999999997,0.021133781930708716,3.3781930708718516e-05,False
latest,2026-07-20,liquid,free,2M,ATM,0.1643835616438356,1.0,0.02105,0.02105,0.02105,0.020679708833227887,-0.00037029116677211177,False
latest,2026-07-20,liquid,free,2M,25C,0.1643835616438356,1.0062620807597638,0.022850000000000002,0.022850000000000002,0.022850000000000002,0.022194959666313116,-0.0006550403336868862,False
latest,2026-07-20,liquid,free,2M,10C,0.1643835616438356,1.0128625128071918,0.024575,0.024575,0.024575,0.024639067592898776,6.40675928987762e-05,False
latest,2026-07-20,liquid,free,3M,10P,0.25205479452054796,0.9842082472168118,0.024975,0.024975,0.024975,0.02486463412549211,-0.00011036587450789087,False
latest,2026-07-20,liquid,free,3M,25P,0.25205479452054796,0.9924770396311086,0.022763,0.022763,0.022763,0.02272496365046168,-3.8036349538320136e-05,False
latest,2026-07-20,liquid,free,3M,ATM,0.25205479452054796,1.0,0.0225,0.0225,0.0225,0.022169102886388042,-0.0003308971136119568,False
latest,2026-07-20,liquid,free,3M,25C,0.25205479452054796,1.0082264598710262,0.024263,0.024263,0.024263,0.023879207441987717,-0.00038379255801228307,False
latest,2026-07-20,liquid,free,3M,10C,0.25205479452054796,1.0173561578626487,0.026725,0.026725,0.026725,0.02681379124244965,8.879124244965189e-05,False
latest,2026-07-20,liquid,free,6M,10P,0.5041095890410959,0.9740968540362355,0.02785,0.02935,0.03085,0.029128194988011284,-0.00022180501198871758,True
latest,2026-07-20,liquid,free,6M,25P,0.5041095890410959,0.987775944560131,0.02665,0.026699999999999998,0.02675,0.026486605373295793,-0.0002133946267042046,False
latest,2026-07-20,liquid,free,6M,ATM,0.5041095890410959,1.0,0.025249999999999998,0.0255,0.025750000000000002,0.025830017964974708,0.00033001796497470967,False
latest,2026-07-20,liquid,free,6M,25C,0.5041095890410959,1.0129827958376083,0.02665,0.027200000000000002,0.02775,0.02775126650966143,0.0005512665096614293,False
latest,2026-07-20,liquid,free,6M,10C,0.5041095890410959,1.0279797103602637,0.02785,0.030350000000000002,0.032850000000000004,0.03127634956863412,0.0009263495686341189,True
latest,2026-07-20,liquid,free,9M,10P,0.7506849315068493,0.964620275283554,0.031,0.033275,0.03515,0.03229515786719251,-0.0009798421328074888,True
latest,2026-07-20,liquid,free,9M,25P,0.7506849315068493,0.9834937515794964,0.029825,0.030163000000000002,0.0301,0.029318722812132943,-0.0008442771878670596,False
latest,2026-07-20,liquid,free,9M,ATM,0.7506849315068493,1.0,0.027999999999999997,0.0285,0.0286,0.02862449360682692,0.0001244936068269184,False
latest,2026-07-20,liquid,free,9M,25C,0.7506849315068493,1.0175524644577503,0.029575,0.030288,0.030600000000000002,0.030708659071451684,0.00042065907145168516,False
latest,2026-07-20,liquid,free,9M,10C,0.7506849315068493,1.0384114879897974,0.031,0.034025,0.03665,0.03467438753742159,0.0006493875374215877,True
latest,2026-07-20,liquid,free,1Y,10P,1.0,0.9565890175826571,0.0338,0.035796,0.03785,0.03463712918405667,-0.001158870815943333,True
latest,2026-07-20,liquid,free,1Y,25P,1.0,0.97997771643909,0.032345,0.032345,0.032395,0.03153761719587947,-0.0008073828041205294,False
latest,2026-07-20,liquid,free,1Y,ATM,1.0,1.0,0.0305,0.030600000000000002,0.030750000000000003,0.03088431379961549,0.00028431379961548625,False
latest,2026-07-20,liquid,free,1Y,25C,1.0,1.0214994991106199,0.032095,0.032345,0.032645,0.033016099063662284,0.0006710990636622852,False
latest,2026-07-20,liquid,free,1Y,10C,1.0,1.0473987146854116,0.0338,0.036296,0.038849999999999996,0.03716967466288505,0.0008736746628850503,True
latest,2026-07-20,liquid,hard_feller,1W,10P,0.019178082191780823,0.997061920339559,0.0166,0.0166,0.0166,0.018325199486301853,0.0017251994863018531,False
latest,2026-07-20,liquid,hard_feller,1W,25P,0.019178082191780823,0.9983967038350526,0.017225,0.017225,0.017225,0.018247922162143063,0.001022922162143062,False
latest,2026-07-20,liquid,hard_feller,1W,ATM,0.019178082191780823,1.0,0.017849999999999998,0.017849999999999998,0.017849999999999998,0.01833563322165553,0.0004856332216555334,False
latest,2026-07-20,liquid,hard_feller,1W,25C,0.019178082191780823,1.0018461594926413,0.019725,0.019725,0.019725,0.018671038442496988,-0.0010539615575030116,False
latest,2026-07-20,liquid,hard_feller,1W,10C,0.019178082191780823,1.0039332133567054,0.022099999999999998,0.022099999999999998,0.022099999999999998,0.019262164229645024,-0.0028378357703549746,False
latest,2026-07-20,liquid,hard_feller,2W,10P,0.038356164383561646,0.9955596074763742,0.017766999999999998,0.017766999999999998,0.017766999999999998,0.01892023954222778,0.0011532395422277804,False
latest,2026-07-20,liquid,hard_feller,2W,25P,0.038356164383561646,0.9976168501561157,0.018142000000000002,0.018142000000000002,0.018142000000000002,0.018680366618781193,0.0005383666187811914,False
latest,2026-07-20,liquid,hard_feller,2W,ATM,0.038356164383561646,1.0,0.018517,0.018517,0.018517,0.018745693517951446,0.00022869351795144766,False
latest,2026-07-20,liquid,hard_feller,2W,25C,0.038356164383561646,1.0026673691078,0.020142000000000004,0.020142000000000004,0.020142000000000004,0.0192613537056143,-0.0008806462943857021,False
latest,2026-07-20,liquid,hard_feller,2W,10C,0.038356164383561646,1.0054836849407882,0.021766999999999998,0.021766999999999998,0.021766999999999998,0.020110663046985035,-0.0016563369530149634,False
latest,2026-07-20,liquid,hard_feller,3W,10P,0.057534246575342465,0.9941927553530431,0.0178,0.019,0.0202,0.019538335540494948,0.0005383355404949483,True
latest,2026-07-20,liquid,hard_feller,3W,25P,0.057534246575342465,0.9969334142016364,0.01675,0.0191,0.02145,0.01913219898362211,3.219898362211149e-05,True
latest,2026-07-20,liquid,hard_feller,3W,ATM,0.057534246575342465,1.0,0.0175,0.0195,0.0215,0.019160522552946074,-0.00033947744705392635,True
latest,2026-07-20,liquid,hard_feller,3W,25C,0.057534246575342465,1.0035047166467876,0.01825,0.0216,0.02495,0.019857459912103356,-0.0017425400878966456,True
latest,2026-07-20,liquid,hard_feller,3W,10C,0.057534246575342465,1.006947933063049,0.0178,0.0225,0.027200000000000002,0.020912044021672183,-0.0015879559783278166,True
latest,2026-07-20,liquid,hard_feller,1M,10P,0.08493150684931507,0.9931881379151511,0.018369,0.018369,0.018369,0.020231375744146258,0.001862375744146258,False
latest,2026-07-20,liquid,hard_feller,1M,25P,0.08493150684931507,0.9963284759749207,0.018869,0.018869,0.018869,0.019751977003501838,0.0008829770035018378,False
latest,2026-07-20,liquid,hard_feller,1M,ATM,0.08493150684931507,1.0,0.019018999999999998,0.019018999999999998,0.019018999999999998,0.019753496341376908,0.0007344963413769105,False
latest,2026-07-20,liquid,hard_feller,1M,25C,0.08493150684931507,1.0041118030183545,0.020869,0.020869,0.020869,0.02053484315086189,-0.00033415684913810917,False
latest,2026-07-20,liquid,hard_feller,1M,10C,0.08493150684931507,1.0080195249148975,0.021369,0.021369,0.021369,0.02168070017404712,0.000311700174047122,False
latest,2026-07-20,liquid,hard_feller,2M,10P,0.1643835616438356,0.9885418521153272,0.022324999999999998,0.022324999999999998,0.022324999999999998,0.022438608737291452,0.00011360873729145474,False
latest,2026-07-20,liquid,hard_feller,2M,25P,0.1643835616438356,0.9943279071942173,0.021099999999999997,0.021099999999999997,0.021099999999999997,0.021493428414684233,0.0003934284146842361,False
latest,2026-07-20,liquid,hard_feller,2M,ATM,0.1643835616438356,1.0,0.02105,0.02105,0.02105,0.02140934262387694,0.00035934262387694177,False
latest,2026-07-20,liquid,hard_feller,2M,25C,0.1643835616438356,1.0062620807597638,0.022850000000000002,0.022850000000000002,0.022850000000000002,0.022460156426231653,-0.00038984357376834963,False
latest,2026-07-20,liquid,hard_feller,2M,10C,0.1643835616438356,1.0128625128071918,0.024575,0.024575,0.024575,0.024184302186752406,-0.00039069781324759315,False
latest,2026-07-20,liquid,hard_feller,3M,10P,0.25205479452054796,0.9842082472168118,0.024975,0.024975,0.024975,0.024416711405496085,-0.0005582885945039154,False
latest,2026-07-20,liquid,hard_feller,3M,25P,0.25205479452054796,0.9924770396311086,0.022763,0.022763,0.022763,0.023183053675654427,0.00042005367565442833,False
latest,2026-07-20,liquid,hard_feller,3M,ATM,0.25205479452054796,1.0,0.0225,0.0225,0.0225,0.023062319597548297,0.0005623195975482977,False
latest,2026-07-20,liquid,hard_feller,3M,25C,0.25205479452054796,1.0082264598710262,0.024263,0.024263,0.024263,0.02424787217721626,-1.5127822783740641e-05,False
latest,2026-07-20,liquid,hard_feller,3M,10C,0.25205479452054796,1.0173561578626487,0.026725,0.026725,0.026725,0.026321035227896524,-0.0004039647721034746,False
latest,2026-07-20,liquid,hard_feller,6M,10P,0.5041095890410959,0.9740968540362355,0.02785,0.02935,0.03085,0.028503804330384973,-0.0008461956696150276,True
latest,2026-07-20,liquid,hard_feller,6M,25P,0.5041095890410959,0.987775944560131,0.02665,0.026699999999999998,0.02675,0.02699276668124172,0.0002927666812417226,False
latest,2026-07-20,liquid,hard_feller,6M,ATM,0.5041095890410959,1.0,0.025249999999999998,0.0255,0.025750000000000002,0.02685548311137585,0.0013554831113758506,False
latest,2026-07-20,liquid,hard_feller,6M,25C,0.5041095890410959,1.0129827958376083,0.02665,0.027200000000000002,0.02775,0.02818485504534576,0.0009848550453457582,False
latest,2026-07-20,liquid,hard_feller,6M,10C,0.5041095890410959,1.0279797103602637,0.02785,0.030350000000000002,0.032850000000000004,0.030655266596814723,0.0003052665968147211,True
latest,2026-07-20,liquid,hard_feller,9M,10P,0.7506849315068493,0.964620275283554,0.031,0.033275,0.03515,0.031382544874315264,-0.0018924551256847347,True
latest,2026-07-20,liquid,hard_feller,9M,25P,0.7506849315068493,0.9834937515794964,0.029825,0.030163000000000002,0.0301,0.029701056854781346,-0.0004619431452186559,False
latest,2026-07-20,liquid,hard_feller,9M,ATM,0.7506849315068493,1.0,0.027999999999999997,0.0285,0.0286,0.029570722591320805,0.0010707225913208045,False
latest,2026-07-20,liquid,hard_feller,9M,25C,0.7506849315068493,1.0175524644577503,0.029575,0.030288,0.030600000000000002,0.031008114454516688,0.000720114454516689,False
latest,2026-07-20,liquid,hard_feller,9M,10C,0.7506849315068493,1.0384114879897974,0.031,0.034025,0.03665,0.033769028658141784,-0.000255971341858216,True
latest,2026-07-20,liquid,hard_feller,1Y,10P,1.0,0.9565890175826571,0.0338,0.035796,0.03785,0.03346318340817488,-0.002332816591825118,False
latest,2026-07-20,liquid,hard_feller,1Y,25P,1.0,0.97997771643909,0.032345,0.032345,0.032395,0.031752469889609544,-0.0005925301103904546,False
latest,2026-07-20,liquid,hard_feller,1Y,ATM,1.0,1.0,0.0305,0.030600000000000002,0.030750000000000003,0.03166097791489987,0.0010609779148998688,False
latest,2026-07-20,liquid,hard_feller,1Y,25C,1.0,1.0214994991106199,0.032095,0.032345,0.032645,0.0331269365622309,0.0007819365622309046,False
latest,2026-07-20,liquid,hard_feller,1Y,10C,1.0,1.0473987146854116,0.0338,0.036296,0.038849999999999996,0.03599213556967965,-0.0003038644303203497,True
latest,2026-07-20,full,free,1W,10P,0.019178082191780823,0.997061920339559,0.0166,0.0166,0.0166,0.018811428597007806,0.0022114285970078057,False
latest,2026-07-20,full,free,1W,25P,0.019178082191780823,0.9983967038350526,0.017225,0.017225,0.017225,0.01830077172934107,0.0010757717293410698,False
latest,2026-07-20,full,free,1W,ATM,0.019178082191780823,1.0,0.017849999999999998,0.017849999999999998,0.017849999999999998,0.018079375219678825,0.00022937521967882762,False
latest,2026-07-20,full,free,1W,25C,0.019178082191780823,1.0018461594926413,0.019725,0.019725,0.019725,0.018502437908019698,-0.0012225620919803018,False
latest,2026-07-20,full,free,1W,10C,0.019178082191780823,1.0039332133567054,0.022099999999999998,0.022099999999999998,0.022099999999999998,0.019503681360379495,-0.0025963186396205026,False
latest,2026-07-20,full,free,2W,10P,0.038356164383561646,0.9955596074763742,0.017766999999999998,0.017766999999999998,0.017766999999999998,0.01966750654506332,0.0019005065450633206,False
latest,2026-07-20,full,free,2W,25P,0.038356164383561646,0.9976168501561157,0.018142000000000002,0.018142000000000002,0.018142000000000002,0.018726236753388248,0.000584236753388246,False
latest,2026-07-20,full,free,2W,ATM,0.038356164383561646,1.0,0.018517,0.018517,0.018517,0.018271032666470226,-0.00024596733352977296,False
latest,2026-07-20,full,free,2W,25C,0.038356164383561646,1.0026673691078,0.020142000000000004,0.020142000000000004,0.020142000000000004,0.01899650825993731,-0.0011454917400626936,False
latest,2026-07-20,full,free,2W,10C,0.038356164383561646,1.0054836849407882,0.021766999999999998,0.021766999999999998,0.021766999999999998,0.020454058591780743,-0.001312941408219255,False
latest,2026-07-20,full,free,3W,10P,0.057534246575342465,0.9941927553530431,0.0178,0.019,0.0202,0.02049227898579033,0.001492278985790331,False
latest,2026-07-20,full,free,3W,25P,0.057534246575342465,0.9969334142016364,0.01675,0.0191,0.02145,0.01919327316407418,9.327316407418268e-05,True
latest,2026-07-20,full,free,3W,ATM,0.057534246575342465,1.0,0.0175,0.0195,0.0215,0.018544015931961044,-0.0009559840680389564,True
latest,2026-07-20,full,free,3W,25C,0.057534246575342465,1.0035047166467876,0.01825,0.0216,0.02495,0.019559068691262067,-0.002040931308737934,True
latest,2026-07-20,full,free,3W,10C,0.057534246575342465,1.006947933063049,0.0178,0.0225,0.027200000000000002,0.02134222486670312,-0.0011577751332968803,True
latest,2026-07-20,full,free,1M,10P,0.08493150684931507,0.9931881379151511,0.018369,0.018369,0.018369,0.021174552466335372,0.0028055524663353724,False
latest,2026-07-20,full,free,1M,25P,0.08493150684931507,0.9963284759749207,0.018869,0.018869,0.018869,0.019759730422034348,0.0008907304220343477,False
latest,2026-07-20,full,free,1M,ATM,0.08493150684931507,1.0,0.019018999999999998,0.019018999999999998,0.019018999999999998,0.019011186921083185,-7.813078916812932e-06,False
latest,2026-07-20,full,free,1M,25C,0.08493150684931507,1.0041118030183545,0.020869,0.020869,0.020869,0.020124948860583726,-0.0007440511394162727,False
latest,2026-07-20,full,free,1M,10C,0.08493150684931507,1.0080195249148975,0.021369,0.021369,0.021369,0.02203049609178092,0.0006614960917809207,False
latest,2026-07-20,full,free,2M,10P,0.1643835616438356,0.9885418521153272,0.022324999999999998,0.022324999999999998,0.022324999999999998,0.02379327411037404,0.0014682741103740418,False
latest,2026-07-20,full,free,2M,25P,0.1643835616438356,0.9943279071942173,0.021099999999999997,0.021099999999999997,0.021099999999999997,0.021526100401036752,0.0004261004010367546,False
latest,2026-07-20,full,free,2M,ATM,0.1643835616438356,1.0,0.02105,0.02105,0.02105,0.020501917692659053,-0.0005480823073409462,False
latest,2026-07-20,full,free,2M,25C,0.1643835616438356,1.0062620807597638,0.022850000000000002,0.022850000000000002,0.022850000000000002,0.021942628149169557,-0.0009073718508304449,False
