scenario_id,variant,tenor,r,q,vol,ko_barrier,ki_barrier,product_protection_type,product_protection_rate,interest_protection_type,interest_protection_rate,quoted_ko_rate,product_pv,interest_pv,combined_pv,protected_snowball_pv,quote_ko_sensitivity,quote_ki_sensitivity,interest_ko_sensitivity,interest_ki_sensitivity
81,standard,1.0,0.01,0.083333,0.216667,97.5,65.0,NONE,0.0,FULL,0.0,0.0939126461718864,0.2904454488951558,0.2904454488951558,0.0,99.70955455110484,,,,
82,standard,1.0,0.01,0.083333,0.216667,97.5,70.0,NONE,0.0,FULL,0.0,0.15522520988030294,0.2904454488951558,0.2904454488951558,0.0,99.70955455110484,,,,
83,standard,1.0,0.01,0.083333,0.216667,97.5,75.0,NONE,0.0,FULL,0.0,0.23783369539920185,0.2904454488951558,0.2904454488951558,0.0,99.70955455110484,,,,
84,standard,1.0,0.01,0.083333,0.216667,97.5,80.0,NONE,0.0,FULL,0.0,0.31660438703811195,0.2904454488951558,0.2904454488951558,0.0,99.70955455110484,,,,
85,standard,1.0,0.01,0.083333,0.216667,100.0,65.0,NONE,0.0,FULL,0.0,0.08912386374983361,0.3902286258857117,0.3902286258857117,0.0,99.60977137411429,,,,
86,standard,1.0,0.01,0.083333,0.216667,100.0,70.0,NONE,0.0,FULL,0.0,0.1508865666354534,0.3902286258857117,0.3902286258857117,0.0,99.60977137411429,,,,
87,standard,1.0,0.01,0.083333,0.216667,100.0,75.0,NONE,0.0,FULL,0.0,0.242150439647436,0.3902286258857117,0.3902286258857117,0.0,99.60977137411429,,,,
88,standard,1.0,0.01,0.083333,0.216667,100.0,80.0,NONE,0.0,FULL,0.0,0.35157756119536665,0.3902286258857117,0.3902286258857117,0.0,99.60977137411429,,,,
89,standard,1.0,0.01,0.083333,0.216667,102.5,65.0,NONE,0.0,FULL,0.0,0.08222305573766772,0.49521081423999647,0.49521081423999647,0.0,99.50478918576,,,,
90,standard,1.0,0.01,0.083333,0.216667,102.5,70.0,NONE,0.0,FULL,0.0,0.14031019639829287,0.49521081423999647,0.49521081423999647,0.0,99.50478918576,,,,
91,standard,1.0,0.01,0.083333,0.216667,102.5,75.0,NONE,0.0,FULL,0.0,0.23011224668983038,0.49521081423999647,0.49521081423999647,0.0,99.50478918576,,,,
92,standard,1.0,0.01,0.083333,0.216667,102.5,80.0,NONE,0.0,FULL,0.0,0.3530083065001627,0.49521081423999647,0.49521081423999647,0.0,99.50478918576,,,,
93,standard,1.0,0.01,0.083333,0.216667,105.0,65.0,NONE,0.0,FULL,0.0,0.07552951805710258,0.5942761589522405,0.5942761589522405,0.0,99.40572384104776,,,,
94,standard,1.0,0.01,0.083333,0.216667,105.0,70.0,NONE,0.0,FULL,0.0,0.12915040138077497,0.5942761589522405,0.5942761589522405,0.0,99.40572384104776,,,,
95,standard,1.0,0.01,0.083333,0.216667,105.0,75.0,NONE,0.0,FULL,0.0,0.21280190325245238,0.5942761589522405,0.5942761589522405,0.0,99.40572384104776,,,,
96,standard,1.0,0.01,0.083333,0.216667,105.0,80.0,NONE,0.0,FULL,0.0,0.3356653052967398,0.5942761589522405,0.5942761589522405,0.0,99.40572384104776,,,,
97,standard,1.0,0.01,0.083333,0.283333,97.5,65.0,NONE,0.0,FULL,0.0,0.21137559527504182,0.306102338369314,0.306102338369314,0.0,99.69389766163069,,,,
