baseline_value,num_scenarios,worst_pnl,worst_pnl_pct,worst_scenario,best_pnl,best_pnl_pct,best_scenario,avg_pnl,median_pnl,std_pnl,avg_pnl_pct,median_pnl_pct,max_drawdown_pct,max_upside_pct
11954.540384409913,8,-7406.125204705643,-61.9524044133397,Market Crash,12265.489853970059,102.60109932763002,Market Rally,1566.8798044502073,-729.7900167465477,6757.38004415403,13.106984911721055,-6.104709953535958,-61.9524044133397,102.60109932763002
