date,price,delta,gamma,product_delta,product_gamma,product_position_delta,product_position_gamma,pre_hedge_contracts,post_hedge_contracts,futures_multiplier,pre_hedge_futures_delta,post_hedge_futures_delta,pre_hedge_delta,post_hedge_delta,pre_hedge_gamma,post_hedge_gamma,pre_hedge_delta_cash_1pct,post_hedge_delta_cash_1pct,pre_hedge_gamma_cash_1pct,post_hedge_gamma_cash_1pct,delta_cash_1pct,gamma_cash_1pct,vega,theta,rho,dividend_sensitivity,basis_sensitivity
2023-05-04,-5.748006515204906e-10,362.0059742049516,-0.05375818756351531,362.0059742049516,-0.05375818756351531,-362.0059742049516,0.05375818756351531,0.0,2.0,200.0,0.0,400.0,-362.0059742049516,37.9940257950484,0.05375818756351531,0.05375818756351531,-24377.37008110944,2558.505918890563,24377.36970023252,24377.36970023252,2558.505918890563,24377.36970023252,,,,,
2023-05-05,3817.9161814354266,-1012.1539234499072,4077.675009639204,-1012.1539234499072,4077.675009639204,1012.1539234499072,-4077.675009639204,2.0,-5.0,200.0,400.0,-1000.0,1412.1539234499073,12.15392344990721,-4077.675009639204,-4077.675009639204,95209.52160692863,819.4356281544154,-1853571322.261152,-1853571322.261152,819.4356281544154,-1853571322.261152,,,,,
2023-05-08,15069.035038962553,359.6404723422921,-0.05327755071948737,359.6404723422921,-0.05327755071948737,-359.6404723422921,0.05327755071948737,-5.0,2.0,200.0,-1000.0,400.0,-1359.640472342292,40.35952765770787,0.05327755071948737,0.05327755071948737,-91780.07104931658,2724.3969205770645,24276.87951058033,24276.87951058033,2724.3969205770645,24276.87951058033,,,,,
2023-05-09,20819.12867301655,358.39302743179115,-0.053028726355943016,358.39302743179115,-0.053028726355943016,-358.39302743179115,0.053028726355943016,2.0,2.0,200.0,400.0,400.0,41.606972568208846,41.606972568208846,0.053028726355943016,0.053028726355943016,2811.9945851314037,2811.9945851314037,24221.884192229478,24221.884192229478,2811.9945851314037,24221.884192229478,,,,,
2023-05-10,26575.347718287543,357.1461418536232,-0.052780811306475044,357.1461418536232,-0.052780811306475044,-357.1461418536232,0.052780811306475044,2.0,2.0,200.0,400.0,400.0,42.85385814637681,42.85385814637681,0.052780811306475044,0.052780811306475044,2899.7450953161806,2899.7450953161806,24166.616552975025,24166.616552975025,2899.7450953161806,24166.616552975025,,,,,
2023-05-11,32336.056654610085,355.9021625845185,-0.052534227637305496,355.9021625845185,-0.052534227637305496,-355.9021625845185,0.052534227637305496,2.0,2.0,200.0,400.0,400.0,44.09783741548148,44.09783741548148,0.052534227637305496,0.052534227637305496,2987.4838953574763,2987.4838953574763,24111.20487886365,24111.20487886365,2987.4838953574763,24111.20487886365,,,,,
2023-05-12,38029.326310256794,308.8072599645321,-0.04552863292502381,308.8072599645321,-0.04552863292502381,-308.8072599645321,0.04552863292502381,2.0,2.0,200.0,400.0,400.0,91.19274003546792,91.19274003546792,0.04552863292502381,0.04552863292502381,6185.334251959141,6185.334251959141,20945.4853029456,20945.4853029456,6185.334251959141,20945.4853029456,,,,,
2023-05-15,49430.01030946836,303.5157195435742,-0.04469593363092521,303.5157195435742,-0.04469593363092521,-303.5157195435742,0.04469593363092521,2.0,2.0,200.0,400.0,400.0,96.48428045642578,96.48428045642578,0.04469593363092521,0.04469593363092521,6551.9373210900985,6551.9373210900985,20610.77664257027,20610.77664257027,6551.9373210900985,20610.77664257027,,,,,
2023-05-16,54885.39759756904,301.4321474958404,-0.04433749093052748,301.4321474958404,-0.04433749093052748,-301.4321474958404,0.04433749093052748,2.0,2.0,200.0,400.0,400.0,98.56785250415959,98.56785250415959,0.04433749093052748,0.04433749093052748,6701.218298758357,6701.218298758357,20493.118659942407,20493.118659942407,6701.218298758357,20493.118659942407,,,,,
2023-05-17,60337.724357789804,299.309814472047,-0.04397468602861166,299.309814472047,-0.04397468602861166,-299.309814472047,0.04397468602861166,2.0,1.0,200.0,400.0,200.0,100.69018552795302,-99.30981447204698,0.04397468602861166,0.04397468602861166,6853.388579030115,-6759.434841833514,20372.258499264713,20372.258499264713,-6759.434841833514,20372.258499264713,,,,,
2023-05-18,65787.65291278905,297.14810399688406,-0.04360749532507377,297.14810399688406,-0.04360749532507377,-297.14810399688406,0.04360749532507377,1.0,1.0,200.0,200.0,200.0,-97.14810399688406,-97.14810399688406,0.04360749532507377,0.04360749532507377,-6619.819552154191,-6619.819552154191,20248.123793862756,20248.123793862756,-6619.819552154191,20248.123793862756,,,,,
2023-05-19,72980.9881400025,292.8557279621691,-0.04292941838346786,292.8557279621691,-0.04292941838346786,-292.8557279621691,0.04292941838346786,1.0,1.0,200.0,200.0,200.0,-92.85572796216911,-92.85572796216911,0.04292941838346786,0.04292941838346786,-6334.428188543825,-6334.428188543825,19978.019859991033,19978.019859991033,-6334.428188543825,19978.019859991033,,,,,
2023-05-22,85108.40289442331,286.60665516846655,-0.04196699930323993,286.60665516846655,-0.04196699930323993,-286.60665516846655,0.04196699930323993,1.0,1.0,200.0,200.0,200.0,-86.60665516846655,-86.60665516846655,0.04196699930323993,0.04196699930323993,-5914.657552874121,-5914.657552874121,19573.324461816806,19573.324461816806,-5914.657552874121,19573.324461816806,,,,,
2023-05-23,90689.78344377394,284.24635092042706,-0.04157619814210674,284.24635092042706,-0.04157619814210674,-284.24635092042706,0.04157619814210674,1.0,1.0,200.0,200.0,200.0,-84.24635092042706,-84.24635092042706,0.04157619814210674,0.04157619814210674,-5759.718126728793,-5759.718126728793,19433.23203886394,19433.23203886394,-5759.718126728793,19433.23203886394,,,,,
