date,portfolio_value,product_mtm,hedge_mtm,cash,cashflows,transaction_costs,product_pnl,hedge_pnl,total_pnl,spot,volatility,rate,basis_yield,implied_q,pricing_q,active_contract,futures_price,futures_ttm,futures_multiplier,futures_contracts,alive,knocked_in,knocked_out,matured
2023-05-04,5.748006515204906e-10,5.748006515204906e-10,0.0,0.0,0.0,0.0,5.748006515204906e-10,0.0,5.748006515204906e-10,6733.969,0.25,0.02,-0.05992608815920072,0.07992608815920071,0.08,IM2305,6717.385147125124,0.0410958904109589,200.0,2.0,True,False,False,False
2023-05-05,3547.098650636879,-34695.81797545888,38242.91662609576,0.0,0.0,0.0,-34695.81797545888,38242.91662609576,3547.098650636879,6828.689709850971,0.25,0.02,-0.05993101183668513,0.07993101183668513,0.08,IM2305,6812.992438690363,0.038356164383561646,200.0,2.0,True,False,False,False
2023-05-08,9503.222991517134,-67320.27069835157,76823.4936898687,0.0,0.0,0.0,-67320.27069835157,76823.4936898687,9503.222991517134,6921.948972851795,0.25,0.02,-0.059945786106450454,0.07994578610645045,0.08,IM2305,6909.443881349795,0.030136986301369864,200.0,1.0,True,False,False,False
2023-05-09,3152.5363863059756,-91942.87365761214,95095.41004391812,0.0,0.0,0.0,-91942.87365761214,95095.41004391812,3152.5363863059756,7012.321097151348,0.25,0.02,-0.059950711942359666,0.07995071194235967,0.08,IM2305,7000.803463120043,0.0273972602739726,200.0,1.0,True,False,False,False
2023-05-10,4092.564400760457,-108433.5393051058,112526.10370586626,0.0,0.0,0.0,-108433.5393051058,112526.10370586626,4092.564400760457,7098.450984686513,0.25,0.02,-0.059955638318049016,0.07995563831804901,0.08,IM2305,7087.956931429783,0.024657534246575342,200.0,1.0,True,False,False,False
2023-05-11,6104.8842278994125,-122760.30815807889,128865.1923859783,0.0,0.0,0.0,-122760.30815807889,128865.1923859783,6104.8842278994125,7179.0871611107,0.25,0.02,-0.059960565233573515,0.07996056523357352,0.08,IM2305,7169.652374830343,0.021917808219178082,200.0,1.0,True,False,False,False
2023-05-12,12437.62519782246,-131451.27299414165,143888.8981919641,0.0,0.0,0.0,-131451.27299414165,143888.8981919641,12437.62519782246,7253.112150724732,0.25,0.02,-0.059965492689002836,0.07996549268900284,0.08,IM2305,7244.7709038602725,0.019178082191780823,200.0,1.0,True,False,False,False
2023-05-15,16442.945157400507,-141443.3988517984,157886.34400919892,0.0,0.0,0.0,-141443.3988517984,157886.34400919892,16442.945157400507,7319.569418543452,0.25,0.02,-0.059842468122141175,0.07984246812214117,0.08,IM2306,7281.167568715771,0.08767123287671233,200.0,0.0,True,False,False,False
2023-05-16,12306.073568584688,-145580.27044061423,157886.34400919892,0.0,0.0,0.0,-145580.27044061423,157886.34400919892,12306.073568584688,7377.686189903262,0.25,0.02,-0.0598473826381725,0.0798473826381725,0.08,IM2306,7340.185939327545,0.08493150684931507,200.0,0.0,True,False,False,False
2023-05-17,9879.611453859688,-148006.73255533923,157886.34400919892,0.0,0.0,0.0,-148006.73255533923,157886.34400919892,9879.611453859688,7426.89156401855,0.25,0.02,-0.05985229769258199,0.079852297692582,0.08,IM2306,7390.35595923881,0.0821917808219178,200.0,0.0,True,False,False,False
2023-05-18,7695.627805256227,-150190.7162039427,157886.34400919892,0.0,0.0,0.0,-150190.7162039427,157886.34400919892,7695.627805256227,7466.829458902112,0.25,0.02,-0.059857213285435286,0.07985721328543528,0.08,IM2306,7431.318871227764,0.07945205479452055,200.0,0.0,True,False,False,False
2023-05-19,6437.9342763643945,-151448.40973283452,157886.34400919892,0.0,0.0,0.0,-151448.40973283452,157886.34400919892,6437.9342763643945,7497.366057963914,0.25,0.02,-0.059862129416798006,0.079862129416798,0.08,IM2306,7462.936928312093,0.07671232876712329,200.0,0.0,True,False,False,False
2023-05-22,4937.294642865745,-152949.04936633317,157886.34400919892,0.0,0.0,0.0,-152949.04936633317,157886.34400919892,4937.294642865745,7518.591569975494,0.25,0.02,-0.05987688104261649,0.07987688104261649,0.08,IM2306,7487.756651273889,0.0684931506849315,200.0,0.0,True,False,False,False
2023-05-23,4585.759322378144,-153300.58468682077,157886.34400919892,0.0,0.0,0.0,-153300.58468682077,157886.34400919892,4585.759322378144,7530.816260297865,0.25,0.02,-0.059881799328686584,0.07988179932868658,0.08,IM2306,7501.164172972032,0.06575342465753424,200.0,0.0,True,False,False,False
2023-05-24,4351.886983755365,-153534.45702544355,157886.34400919892,0.0,0.0,0.0,-153534.45702544355,157886.34400919892,4351.886983755365,7534.56085855836,0.25,0.02,-0.05988671815359711,0.07988671815359712,0.08,IM2306,7506.127809740292,0.06301369863013699,200.0,0.0,True,False,False,False
2023-05-25,4193.975583283143,-153692.36842591577,157886.34400919892,0.0,0.0,0.0,-153692.36842591577,157886.34400919892,4193.975583283143,7530.54159253798,0.25,0.02,-0.05989163751741897,0.07989163751741897,0.08,IM2306,7503.3570383403285,0.06027397260273973,200.0,0.0,True,False,False,False
2023-05-26,4082.990351996268,-153803.35365720265,157886.34400919892,0.0,0.0,0.0,-153803.35365720265,157886.34400919892,4082.990351996268,7519.650236177074,0.25,0.02,-0.05989655742021598,0.07989655742021598,0.08,IM2306,7493.73674465605,0.057534246575342465,200.0,0.0,True,False,False,False
