scenario_id,variant,tenor,r,q,vol,ko_barrier,ki_barrier,product_protection_type,product_protection_rate,interest_protection_type,interest_protection_rate,quoted_ko_rate,product_pv,interest_pv,combined_pv,protected_snowball_pv,quote_ko_sensitivity,quote_ki_sensitivity,interest_ko_sensitivity,interest_ki_sensitivity
120,standard,1.0,0.01,0.083333,0.35,100.0,80.0,NONE,0.0,FULL,0.0,0.5679669241658742,0.3768436187591533,0.3768436187591533,0.0,99.62315638124085,,,,
121,standard,1.0,0.01,0.083333,0.35,102.5,65.0,NONE,0.0,FULL,0.0,0.35286044693387925,0.44022255919036013,0.44022255919036013,0.0,99.55977744080964,,,,
122,standard,1.0,0.01,0.083333,0.35,102.5,70.0,NONE,0.0,FULL,0.0,0.46340304265582943,0.44022255919036013,0.44022255919036013,0.0,99.55977744080964,,,,
123,standard,1.0,0.01,0.083333,0.35,102.5,75.0,NONE,0.0,FULL,0.0,0.5708385060237761,0.44022255919036013,0.44022255919036013,0.0,99.55977744080964,,,,
124,standard,1.0,0.01,0.083333,0.35,102.5,80.0,NONE,0.0,FULL,0.0,0.6225015325921598,0.44022255919036013,0.44022255919036013,0.0,99.55977744080964,,,,
125,standard,1.0,0.01,0.083333,0.35,105.0,65.0,NONE,0.0,FULL,0.0,0.33961030308511575,0.5111981489370692,0.5111981489370692,0.0,99.48880185106293,,,,
126,standard,1.0,0.01,0.083333,0.35,105.0,70.0,NONE,0.0,FULL,0.0,0.45707943902137455,0.5111981489370692,0.5111981489370692,0.0,99.48880185106293,,,,
127,standard,1.0,0.01,0.083333,0.35,105.0,75.0,NONE,0.0,FULL,0.0,0.5876688225655563,0.5111981489370692,0.5111981489370692,0.0,99.48880185106293,,,,
128,standard,1.0,0.01,0.083333,0.35,105.0,80.0,NONE,0.0,FULL,0.0,0.6699375403988507,0.5111981489370692,0.5111981489370692,0.0,99.48880185106293,,,,
129,standard,1.0,0.01,0.116667,0.15,97.5,65.0,NONE,0.0,FULL,0.0,0.032870389166420745,0.29961971076819793,0.29961971076819793,0.0,99.7003802892318,,,,
130,standard,1.0,0.01,0.116667,0.15,97.5,70.0,NONE,0.0,FULL,0.0,0.06695090530359925,0.29961971076819793,0.29961971076819793,0.0,99.7003802892318,,,,
131,standard,1.0,0.01,0.116667,0.15,97.5,75.0,NONE,0.0,FULL,0.0,0.13272302154596877,0.29961971076819793,0.29961971076819793,0.0,99.7003802892318,,,,
132,standard,1.0,0.01,0.116667,0.15,97.5,80.0,NONE,0.0,FULL,0.0,0.23364434535662051,0.29961971076819793,0.29961971076819793,0.0,99.7003802892318,,,,
133,standard,1.0,0.01,0.116667,0.15,100.0,65.0,NONE,0.0,FULL,0.0,0.029924666645064903,0.43724717292042214,0.43724717292042214,0.0,99.56275282707958,,,,
134,standard,1.0,0.01,0.116667,0.15,100.0,70.0,NONE,0.0,FULL,0.0,0.06155089069116347,0.43724717292042214,0.43724717292042214,0.0,99.56275282707958,,,,
135,standard,1.0,0.01,0.116667,0.15,100.0,75.0,NONE,0.0,FULL,0.0,0.12760612622665954,0.43724717292042214,0.43724717292042214,0.0,99.56275282707958,,,,
136,standard,1.0,0.01,0.116667,0.15,100.0,80.0,NONE,0.0,FULL,0.0,0.23854728010446047,0.43724717292042214,0.43724717292042214,0.0,99.56275282707958,,,,
137,standard,1.0,0.01,0.116667,0.15,102.5,65.0,NONE,0.0,FULL,0.0,0.02693097293663551,0.5980112855585844,0.5980112855585844,0.0,99.40198871444142,,,,
138,standard,1.0,0.01,0.116667,0.15,102.5,70.0,NONE,0.0,FULL,0.0,0.05416674439154953,0.5980112855585844,0.5980112855585844,0.0,99.40198871444142,,,,
139,standard,1.0,0.01,0.116667,0.15,102.5,75.0,NONE,0.0,FULL,0.0,0.11424208173587183,0.5980112855585844,0.5980112855585844,0.0,99.40198871444142,,,,
140,standard,1.0,0.01,0.116667,0.15,102.5,80.0,NONE,0.0,FULL,0.0,0.21722570029083077,0.5980112855585844,0.5980112855585844,0.0,99.40198871444142,,,,
141,standard,1.0,0.01,0.116667,0.15,105.0,65.0,NONE,0.0,FULL,0.0,0.02445683034058349,0.7396439502371521,0.7396439502371521,0.0,99.26035604976285,,,,
142,standard,1.0,0.01,0.116667,0.15,105.0,70.0,NONE,0.0,FULL,0.0,0.0475686310328835,0.7396439502371521,0.7396439502371521,0.0,99.26035604976285,,,,
143,standard,1.0,0.01,0.116667,0.15,105.0,75.0,NONE,0.0,FULL,0.0,0.10011591414138107,0.7396439502371521,0.7396439502371521,0.0,99.26035604976285,,,,
144,standard,1.0,0.01,0.116667,0.15,105.0,80.0,NONE,0.0,FULL,0.0,0.19212014351847545,0.7396439502371521,0.7396439502371521,0.0,99.26035604976285,,,,
145,standard,1.0,0.01,0.116667,0.216667,97.5,65.0,NONE,0.0,FULL,0.0,0.1191490830488905,0.31553343952059265,0.31553343952059265,0.0,99.68446656047941,,,,
146,standard,1.0,0.01,0.116667,0.216667,97.5,70.0,NONE,0.0,FULL,0.0,0.19159010503858745,0.31553343952059265,0.31553343952059265,0.0,99.68446656047941,,,,
147,standard,1.0,0.01,0.116667,0.216667,97.5,75.0,NONE,0.0,FULL,0.0,0.29904214218473335,0.31553343952059265,0.31553343952059265,0.0,99.68446656047941,,,,
148,standard,1.0,0.01,0.116667,0.216667,97.5,80.0,NONE,0.0,FULL,0.0,0.40025194276472514,0.31553343952059265,0.31553343952059265,0.0,99.68446656047941,,,,
