day_index,date,modified_duration
0,2026-01-08 14:08:21.785073,3.5797749421189686
1,2026-01-09 14:08:21.785073,3.5770352160915713
2,2026-01-10 14:08:21.785073,3.574295490064174
3,2026-01-11 14:08:21.785073,3.5715557640367765
4,2026-01-12 14:08:21.785073,3.5688160380093787
