day_index,date,modified_duration
0,2025-11-29 19:50:25.113903,3.5765538201420726
1,2025-11-30 19:50:25.113903,3.5738140941146757
2,2025-12-01 19:50:25.113903,3.5710743680872783
3,2025-12-02 19:50:25.113903,3.5683346420598814
4,2025-12-03 19:50:25.113903,3.5655949160324836
