day_index,date,label,portfolio_value,daily_pnl,cumulative_pnl,net_pnl,transaction_costs,num_trades,dv01,dv01_pre_hedge,dv01_post_hedge,convexity,modified_duration,rate,short_rate,long_rate,spread
0,2026-01-08 14:08:21.785073,"Short -5bps, Long +5bps",173175207.30093554,21349.05195888877,21349.05195888877,21349.05195888877,0.0,0,61992.82676921469,61992.82676921469,61992.82676921469,3343962148.1011105,3.5797749421189686,0.045,0.045,0.045,0.001
1,2026-01-09 14:08:21.785073,"Short -10bps, Long +10bps",173196558.98513162,21351.684196084738,42700.73615497351,42700.73615497351,0.0,0,61953.0190795697,61953.0190795697,61953.0190795697,3340978456.814516,3.5770352160915713,0.045,0.045,0.045,0.002
2,2026-01-10 14:08:21.785073,"Short -15bps, Long +15bps",173217913.3018894,21354.316757768393,64055.0529127419,64055.0529127419,0.0,0,61913.20063132704,61913.20063132704,61913.20063132704,3337996579.325388,3.574295490064174,0.045,0.045,0.045,0.003
3,2026-01-11 14:08:21.785073,"Short -20bps, Long +20bps",173239270.25153345,21356.949644058943,85412.00255680084,85412.00255680084,0.0,0,61873.371422438926,61873.371422438926,61873.371422438926,3335016516.4469633,3.5715557640367765,0.045,0.045,0.045,0.004
4,2026-01-12 14:08:21.785073,"Short -25bps, Long +25bps",173260629.8343884,21359.58285495639,106771.58541175723,106771.58541175723,0.0,0,61833.531450857176,61833.531450857176,61833.531450857176,3332038268.99269,3.5688160380093787,0.045,0.045,0.045,0.005
