scenario_id,variant,tenor,r,q,vol,ko_barrier,ki_barrier,product_protection_type,product_protection_rate,interest_protection_type,interest_protection_rate,quoted_ko_rate,product_pv,interest_pv,combined_pv,protected_snowball_pv,quote_ko_sensitivity,quote_ki_sensitivity,interest_ko_sensitivity,interest_ki_sensitivity
78,standard,2.0,0.01,0.083333,0.15,110.0,68.333333,NONE,0.0,FULL,0.0,0.14004341141884646,1.5589141127485817,1.5589141127485817,0.0,98.44108588725142,,,,
79,standard,2.0,0.01,0.083333,0.15,110.0,76.666667,NONE,0.0,FULL,0.0,0.29028131171873767,1.5589141127485817,1.5589141127485817,0.0,98.44108588725142,,,,
80,standard,2.0,0.01,0.083333,0.15,110.0,85.0,NONE,0.0,FULL,0.0,0.5386653496707299,1.5589141127485817,1.5589141127485817,0.0,98.44108588725142,,,,
81,standard,2.0,0.01,0.083333,0.216667,95.0,60.0,NONE,0.0,FULL,0.0,0.15911411207916284,0.29366703650724446,0.29366703650724446,0.0,99.70633296349276,,,,
82,standard,2.0,0.01,0.083333,0.216667,95.0,68.333333,NONE,0.0,FULL,0.0,0.2238952931395684,0.29366703650724446,0.29366703650724446,0.0,99.70633296349276,,,,
83,standard,2.0,0.01,0.083333,0.216667,95.0,76.666667,NONE,0.0,FULL,0.0,0.24615438300059492,0.29366703650724446,0.29366703650724446,0.0,99.70633296349276,,,,
84,standard,2.0,0.01,0.083333,0.216667,95.0,85.0,NONE,0.0,FULL,0.0,0.24696675434121712,0.29366703650724446,0.29366703650724446,0.0,99.70633296349276,,,,
85,standard,2.0,0.01,0.083333,0.216667,100.0,60.0,NONE,0.0,FULL,0.0,0.18914321857810443,0.615308706362967,0.615308706362967,0.0,99.38469129363703,,,,
86,standard,2.0,0.01,0.083333,0.216667,100.0,68.333333,NONE,0.0,FULL,0.0,0.30484004223307326,0.615308706362967,0.615308706362967,0.0,99.38469129363703,,,,
87,standard,2.0,0.01,0.083333,0.216667,100.0,76.666667,NONE,0.0,FULL,0.0,0.3819124926162408,0.615308706362967,0.615308706362967,0.0,99.38469129363703,,,,
88,standard,2.0,0.01,0.083333,0.216667,100.0,85.0,NONE,0.0,FULL,0.0,0.39400304628996075,0.615308706362967,0.615308706362967,0.0,99.38469129363703,,,,
89,standard,2.0,0.01,0.083333,0.216667,105.0,60.0,NONE,0.0,FULL,0.0,0.1829607917469539,0.9853392008634074,0.9853392008634074,0.0,99.01466079913659,,,,
90,standard,2.0,0.01,0.083333,0.216667,105.0,68.333333,NONE,0.0,FULL,0.0,0.31547068346769486,0.9853392008634074,0.9853392008634074,0.0,99.01466079913659,,,,
91,standard,2.0,0.01,0.083333,0.216667,105.0,76.666667,NONE,0.0,FULL,0.0,0.4443514102824823,0.9853392008634074,0.9853392008634074,0.0,99.01466079913659,,,,
92,standard,2.0,0.01,0.083333,0.216667,105.0,85.0,NONE,0.0,FULL,0.0,0.4931297890457575,0.9853392008634074,0.9853392008634074,0.0,99.01466079913659,,,,
93,standard,2.0,0.01,0.083333,0.216667,110.0,60.0,NONE,0.0,FULL,0.0,0.1719802605141063,1.2936279468905667,1.2936279468905667,0.0,98.70637205310943,,,,
94,standard,2.0,0.01,0.083333,0.216667,110.0,68.333333,NONE,0.0,FULL,0.0,0.3035113112146399,1.2936279468905667,1.2936279468905667,0.0,98.70637205310943,,,,
95,standard,2.0,0.01,0.083333,0.216667,110.0,76.666667,NONE,0.0,FULL,0.0,0.4672547040315686,1.2936279468905667,1.2936279468905667,0.0,98.70637205310943,,,,
96,standard,2.0,0.01,0.083333,0.216667,110.0,85.0,NONE,0.0,FULL,0.0,0.5744909811743875,1.2936279468905667,1.2936279468905667,0.0,98.70637205310943,,,,
97,standard,2.0,0.01,0.083333,0.283333,95.0,60.0,NONE,0.0,FULL,0.0,0.26725841247798304,0.34580359183408405,0.34580359183408405,0.0,99.65419640816592,,,,
98,standard,2.0,0.01,0.083333,0.283333,95.0,68.333333,NONE,0.0,FULL,0.0,0.3089362546494545,0.34580359183408405,0.34580359183408405,0.0,99.65419640816592,,,,
99,standard,2.0,0.01,0.083333,0.283333,95.0,76.666667,NONE,0.0,FULL,0.0,0.31417254947470274,0.34580359183408405,0.34580359183408405,0.0,99.65419640816592,,,,
100,standard,2.0,0.01,0.083333,0.283333,95.0,85.0,NONE,0.0,FULL,0.0,0.3142042726227387,0.34580359183408405,0.34580359183408405,0.0,99.65419640816592,,,,
101,standard,2.0,0.01,0.083333,0.283333,100.0,60.0,NONE,0.0,FULL,0.0,0.31882276508897683,0.597479793882087,0.597479793882087,0.0,99.40252020611791,,,,
102,standard,2.0,0.01,0.083333,0.283333,100.0,68.333333,NONE,0.0,FULL,0.0,0.40589608367525293,0.597479793882087,0.597479793882087,0.0,99.40252020611791,,,,
103,standard,2.0,0.01,0.083333,0.283333,100.0,76.666667,NONE,0.0,FULL,0.0,0.4300578468353743,0.597479793882087,0.597479793882087,0.0,99.40252020611791,,,,
104,standard,2.0,0.01,0.083333,0.283333,100.0,85.0,NONE,0.0,FULL,0.0,0.4310686201597854,0.597479793882087,0.597479793882087,0.0,99.40252020611791,,,,
105,standard,2.0,0.01,0.083333,0.283333,105.0,60.0,NONE,0.0,FULL,0.0,0.32750470924597364,0.8795418846799521,0.8795418846799521,0.0,99.12045811532005,,,,
106,standard,2.0,0.01,0.083333,0.283333,105.0,68.333333,NONE,0.0,FULL,0.0,0.4510375818654161,0.8795418846799521,0.8795418846799521,0.0,99.12045811532005,,,,
107,standard,2.0,0.01,0.083333,0.283333,105.0,76.666667,NONE,0.0,FULL,0.0,0.5094307392618584,0.8795418846799521,0.8795418846799521,0.0,99.12045811532005,,,,
108,standard,2.0,0.01,0.083333,0.283333,105.0,85.0,NONE,0.0,FULL,0.0,0.5167574430103431,0.8795418846799521,0.8795418846799521,0.0,99.12045811532005,,,,
109,standard,2.0,0.01,0.083333,0.283333,110.0,60.0,NONE,0.0,FULL,0.0,0.3197442334959922,1.1335773448989812,1.1335773448989812,0.0,98.86642265510102,,,,
110,standard,2.0,0.01,0.083333,0.283333,110.0,68.333333,NONE,0.0,FULL,0.0,0.465521003735841,1.1335773448989812,1.1335773448989812,0.0,98.86642265510102,,,,
111,standard,2.0,0.01,0.083333,0.283333,110.0,76.666667,NONE,0.0,FULL,0.0,0.5644446247857922,1.1335773448989812,1.1335773448989812,0.0,98.86642265510102,,,,
112,standard,2.0,0.01,0.083333,0.283333,110.0,85.0,NONE,0.0,FULL,0.0,0.5897357122202621,1.1335773448989812,1.1335773448989812,0.0,98.86642265510102,,,,
113,standard,2.0,0.01,0.083333,0.35,95.0,60.0,NONE,0.0,FULL,0.0,0.35778249841099297,0.3834082222052615,0.3834082222052615,0.0,99.61659177779474,,,,
114,standard,2.0,0.01,0.083333,0.35,95.0,68.333333,NONE,0.0,FULL,0.0,0.37442400264815107,0.3834082222052615,0.3834082222052615,0.0,99.61659177779474,,,,
115,standard,2.0,0.01,0.083333,0.35,95.0,76.666667,NONE,0.0,FULL,0.0,0.3752093858075482,0.3834082222052615,0.3834082222052615,0.0,99.61659177779474,,,,
116,standard,2.0,0.01,0.083333,0.35,95.0,85.0,NONE,0.0,FULL,0.0,0.37521005276216346,0.3834082222052615,0.3834082222052615,0.0,99.61659177779474,,,,
117,standard,2.0,0.01,0.083333,0.35,100.0,60.0,NONE,0.0,FULL,0.0,0.4292132636994299,0.5913858139404482,0.5913858139404482,0.0,99.40861418605955,,,,
118,standard,2.0,0.01,0.083333,0.35,100.0,68.333333,NONE,0.0,FULL,0.0,0.472417710406475,0.5913858139404482,0.5913858139404482,0.0,99.40861418605955,,,,
119,standard,2.0,0.01,0.083333,0.35,100.0,76.666667,NONE,0.0,FULL,0.0,0.4775316643853473,0.5913858139404482,0.5913858139404482,0.0,99.40861418605955,,,,
120,standard,2.0,0.01,0.083333,0.35,100.0,85.0,NONE,0.0,FULL,0.0,0.4775831371280766,0.5913858139404482,0.5913858139404482,0.0,99.40861418605955,,,,
121,standard,2.0,0.01,0.083333,0.35,105.0,60.0,NONE,0.0,FULL,0.0,0.4625825024114841,0.8155171070562801,0.8155171070562801,0.0,99.18448289294372,,,,
122,standard,2.0,0.01,0.083333,0.35,105.0,68.333333,NONE,0.0,FULL,0.0,0.5370736982835548,0.8155171070562801,0.8155171070562801,0.0,99.18448289294372,,,,
123,standard,2.0,0.01,0.083333,0.35,105.0,76.666667,NONE,0.0,FULL,0.0,0.5541701016036576,0.8155171070562801,0.8155171070562801,0.0,99.18448289294372,,,,
124,standard,2.0,0.01,0.083333,0.35,105.0,85.0,NONE,0.0,FULL,0.0,0.5548479034305157,0.8155171070562801,0.8155171070562801,0.0,99.18448289294372,,,,
125,standard,2.0,0.01,0.083333,0.35,110.0,60.0,NONE,0.0,FULL,0.0,0.46991421769060254,1.027714185274192,1.027714185274192,0.0,98.97228581472581,,,,
126,standard,2.0,0.01,0.083333,0.35,110.0,68.333333,NONE,0.0,FULL,0.0,0.5788199547555114,1.027714185274192,1.027714185274192,0.0,98.97228581472581,,,,
127,standard,2.0,0.01,0.083333,0.35,110.0,76.666667,NONE,0.0,FULL,0.0,0.6173552313184285,1.027714185274192,1.027714185274192,0.0,98.97228581472581,,,,
128,standard,2.0,0.01,0.083333,0.35,110.0,85.0,NONE,0.0,FULL,0.0,0.6212008466910299,1.027714185274192,1.027714185274192,0.0,98.97228581472581,,,,
129,standard,2.0,0.01,0.116667,0.15,95.0,60.0,NONE,0.0,FULL,0.0,0.09475669639014479,0.25099347637409153,0.25099347637409153,0.0,99.74900652362591,,,,
130,standard,2.0,0.01,0.116667,0.15,95.0,68.333333,NONE,0.0,FULL,0.0,0.1731352545718992,0.25099347637409153,0.25099347637409153,0.0,99.74900652362591,,,,
131,standard,2.0,0.01,0.116667,0.15,95.0,76.666667,NONE,0.0,FULL,0.0,0.23442637237309197,0.25099347637409153,0.25099347637409153,0.0,99.74900652362591,,,,
132,standard,2.0,0.01,0.116667,0.15,95.0,85.0,NONE,0.0,FULL,0.0,0.24531229280205125,0.25099347637409153,0.25099347637409153,0.0,99.74900652362591,,,,
