date,portfolio_value,product_mtm,hedge_mtm,cash,cashflows,transaction_costs,product_pnl,hedge_pnl,total_pnl,spot,volatility,rate,basis_yield,implied_q,pricing_q,active_contract,futures_price,futures_ttm,futures_multiplier,futures_contracts,alive,knocked_in,knocked_out,matured
2023-05-04,-1.318767317570746e-10,-1.318767317570746e-10,0.0,0.0,0.0,0.0,-1.318767317570746e-10,0.0,-1.318767317570746e-10,6733.969,0.25,0.02,-0.03168695905787593,0.05168695905787593,0.08,IM2305,6725.2,0.0410958904109589,200.0,1.0,True,False,False,False
2023-05-05,6985.19368436647,22025.193684366433,-15039.999999999964,0.0,0.0,0.0,22025.193684366433,-15039.999999999964,6985.19368436647,6653.653,0.25,0.02,-0.014313780500942116,0.034313780500942116,0.08,IM2305,6650.0,0.038356164383561646,200.0,1.0,True,False,False,False
2023-05-08,-7678.31955443689,-198.3195544369628,-7479.999999999927,0.0,0.0,0.0,-198.3195544369628,-7479.999999999927,-7678.31955443689,6702.5,0.25,0.02,-0.07277474483740712,0.09277474483740712,0.08,IM2305,6687.8,0.030136986301369864,200.0,1.0,True,False,False,False
2023-05-09,4395.177221017711,26715.17722101742,-22319.99999999971,0.0,0.0,0.0,26715.17722101742,-22319.99999999971,4395.177221017711,6611.637,0.25,0.02,0.010836877463179488,0.009163122536820513,0.08,IM2305,6613.6,0.0273972602739726,200.0,2.0,True,False,False,False
2023-05-10,1929.5707360284287,19929.57073602843,-18000.0,0.0,0.0,0.0,19929.57073602843,-18000.0,1929.5707360284287,6627.311,0.25,0.02,-0.01781374409956385,0.037813744099563854,0.08,IM2305,6624.4,0.024657534246575342,200.0,2.0,True,False,False,False
2023-05-11,-2111.5558216353456,19408.444178364363,-21519.99999999971,0.0,0.0,0.0,19408.444178364363,-21519.99999999971,-2111.5558216353456,6622.521,0.25,0.02,-0.04768133238082161,0.06768133238082161,0.08,IM2305,6615.6,0.021917808219178082,200.0,2.0,True,False,False,False
2023-05-12,-11843.600752253034,40476.399247746675,-52319.99999999971,0.0,0.0,0.0,40476.399247746675,-52319.99999999971,-11843.600752253034,6535.944,0.25,0.02,0.021189200606894106,0.0,0.08,IM2305,6538.6,0.019178082191780823,200.0,2.0,True,False,False,False
2023-05-15,-18801.56718192687,18078.43281807306,-36879.99999999993,0.0,0.0,0.0,18078.43281807306,-36879.99999999993,-18801.56718192687,6585.91,0.25,0.02,-0.049723339295556786,0.06972333929555678,0.08,IM2306,6557.2,0.08767123287671233,200.0,2.0,True,False,False,False
2023-05-16,-16721.05567429823,43198.94432570148,-59919.99999999971,0.0,0.0,0.0,43198.94432570148,-59919.99999999971,-16721.05567429823,6516.289,0.25,0.02,-0.030155126043216494,0.050155126043216494,0.08,IM2306,6499.6,0.08493150684931507,200.0,2.0,True,False,False,False
2023-05-17,-28189.657906953325,23170.34209304653,-51359.999999999854,0.0,0.0,0.0,23170.34209304653,-51359.999999999854,-28189.657906953325,6554.98,0.25,0.02,-0.0630701136133639,0.0830701136133639,0.08,IM2306,6521.0,0.0821917808219178,200.0,2.0,True,False,False,False
