date,price,delta,gamma,product_delta,product_gamma,product_position_delta,product_position_gamma,pre_hedge_contracts,post_hedge_contracts,futures_multiplier,pre_hedge_futures_delta,post_hedge_futures_delta,pre_hedge_delta,post_hedge_delta,pre_hedge_gamma,post_hedge_gamma,pre_hedge_delta_cash_1pct,post_hedge_delta_cash_1pct,pre_hedge_gamma_cash_1pct,post_hedge_gamma_cash_1pct,delta_cash_1pct,gamma_cash_1pct,vega,theta,rho,dividend_sensitivity,basis_sensitivity
2023-05-04,1.318767317570746e-10,240.15098045453814,-0.0356626208858001,240.15098045453814,-0.0356626208858001,-240.15098045453814,0.0356626208858001,0.0,1.0,200.0,0.0,200.0,-240.15098045453814,-40.15098045453814,0.0356626208858001,0.0356626208858001,-16171.692577004658,-2703.7545770046577,16171.692782336322,16171.692782336322,-2703.7545770046577,16171.692782336322,,,,,
2023-05-05,22990.71509093554,206.47511058724103,-0.030236417672322366,206.47511058724103,-0.030236417672322366,-206.47511058724103,0.030236417672322366,1.0,1.0,200.0,200.0,200.0,-6.4751105872410335,-6.4751105872410335,0.030236417672322366,0.030236417672322366,-442.16521037239926,-442.16521037239926,14099.544878263257,14099.544878263257,-442.16521037239926,14099.544878263257,,,,,
2023-05-08,43010.71797156234,174.85737989391143,-0.025261292409649787,174.85737989391143,-0.025261292409649787,-174.85737989391143,0.025261292409649787,1.0,1.0,200.0,200.0,200.0,25.14262010608857,25.14262010608857,0.025261292409649787,0.025261292409649787,1740.3593341814267,1740.3593341814267,12103.538414521609,12103.538414521609,1740.3593341814267,12103.538414521609,,,,,
2023-05-09,60191.687344084916,139.5037674193278,-0.01989409282169277,139.5037674193278,-0.01989409282169277,-139.5037674193278,0.01989409282169277,1.0,1.0,200.0,200.0,200.0,60.4962325806722,60.4962325806722,0.01989409282169277,0.01989409282169277,4242.190080236224,4242.190080236224,9782.452070794532,9782.452070794532,4242.190080236224,9782.452070794532,,,,,
2023-05-10,69556.17766736513,91.75261367518273,-0.012925722682360117,91.75261367518273,-0.012925722682360117,-91.75261367518273,0.012925722682360117,1.0,0.0,200.0,200.0,0.0,108.24738632481727,-91.75261367518273,0.012925722682360117,0.012925722682360117,7683.887660471406,-6513.014308901621,6513.01397010684,6513.01397010684,-6513.014308901621,6513.01397010684,,,,,
2023-05-11,79472.65003871218,65.3466700863292,-0.009102365351723587,65.3466700863292,-0.009102365351723587,-65.3466700863292,0.009102365351723587,0.0,0.0,200.0,0.0,0.0,-65.3466700863292,-65.3466700863292,0.009102365351723587,0.009102365351723587,-4691.294402381026,-4691.294402381026,4691.294700023717,4691.294700023717,-4691.294402381026,4691.294700023717,,,,,
2023-05-12,84066.19311996739,65.67498739096472,-0.00905473132907153,65.67498739096472,-0.00905473132907153,-65.67498739096472,0.00905473132907153,0.0,0.0,200.0,0.0,0.0,-65.67498739096472,-65.67498739096472,0.00905473132907153,0.00905473132907153,-4763.4804904409975,-4763.4804904409975,4763.4800866944715,4763.4800866944715,-4763.4804904409975,4763.4800866944715,,,,,
2023-05-15,90775.291927022,38.63570283210536,-0.005278412225256662,38.63570283210536,-0.005278412225256662,-38.63570283210536,0.005278412225256662,0.0,0.0,200.0,0.0,0.0,-38.63570283210536,-38.63570283210536,0.005278412225256662,0.005278412225256662,-2827.96708913811,-2827.96708913811,2827.9672260396183,2827.9672260396183,-2827.96708913811,2827.9672260396183,,,,,
2023-05-16,93158.71378058985,24.29731446001531,-0.003293352192371304,24.29731446001531,-0.003293352192371304,-24.29731446001531,0.003293352192371304,0.0,0.0,200.0,0.0,0.0,-24.29731446001531,-24.29731446001531,0.003293352192371304,0.003293352192371304,-1792.579613433918,-1792.579613433918,1792.5799475051463,1792.5799475051463,-1792.579613433918,1792.5799475051463,,,,,
2023-05-17,94200.85187529797,15.942702116059701,-0.0021466172982595602,15.942702116059701,-0.0021466172982595602,-15.942702116059701,0.0021466172982595602,0.0,0.0,200.0,0.0,0.0,-15.942702116059701,-15.942702116059701,0.0021466172982595602,0.0021466172982595602,-1184.0471985342447,-1184.0471985342447,1184.0465886052696,1184.0465886052696,-1184.0471985342447,1184.0465886052696,,,,,
2023-05-18,95721.43432227729,12.072472582185425,-0.0016168139528532127,12.072472582185425,-0.0016168139528532127,-12.072472582185425,0.0016168139528532127,0.0,0.0,200.0,0.0,0.0,-12.072472582185425,-12.072472582185425,0.0016168139528532127,0.0016168139528532127,-901.4309391845018,-901.4309391845018,901.4310489874332,901.4310489874332,-901.4309391845018,901.4310489874332,,,,,
